Column1	Column2	Column3	Column4	Column5	Column6	Column7	Column8	Column9	Column10	Column11	Column12	Column13	Column14	Column15	Column16	Column17	Column18	Column19	Column20	Column21	Column22	Column23	Column24	Column25	Column26	Column27	Column28	Column29	Column30	Column31	Column32	Column33	Column34	Column35	Column36	Column37	Column38	Column39	Column40	Column41	Column42	Column43	Column44	Column45	Column46	Column47	Column48	Column49	Column50	Column51	Column52	Column53	Column54	Column55	Column56	Column57	Column58	Column59	Column60	Column61	Column62	Column63	Column64	Column65	Column66	Column67	Column68	Column69	Column70	Column71	Column72	Column73	Column74	Column75	Column76	Column77	Column78	Column79	Column80	Column81	Column82	Column83	Column84	Column85	Column86	Column87	Column88	Column89	Column90	Column91	Column92	Column93	Column94	Column95	Column96	Column97	Column98	Column99	Column100	Column101	Column102	Column103	Column104	Column105	Column106	Column107	Column108	Column109	Column110	Column111	Column112	Column113	Column114	Column115	Column116	Column117	Column118	Column119	Column120
2.32341E-05	0.00047626	-0.014436762	0.005894355	-0.002587175	-7.85962E-05	0.001279268	-0.000630761	-0.005305284	0.000447617	-0.004677875	-0.01508913	0.04963944	-0.035985839	0.012979487	-0.027627987	-0.006533583	0.024837261	0.014166943	0.011204281	0.022680183	0.008267196	-0.002993205	0.001465554	-0.01578975	0.004800774	-0.003476004	-0.001358402	0.001298101	-0.010497763	0.000372029	-0.0001918	-2.29912E-05	-0.015207854	0.000650323	0.003344072	-0.029949053	0.003304173	-0.000619919	9.02072E-06	0.02621024	0.021814045	0.012895659	0.000741377	0.003138899	0.001001634	-0.001735098	0.012805188	0.012314272	0.008178641	-0.005558017	0.055667423	-0.00379513	0.004716434	-0.02751353	0.003411454	-0.006125207	0.081856604	0.000143663	1.69248E-05	0.000738009	0.00923163	0.009023753	0.000498117	-0.002986382	0.00523522	0.019303285	0.009675169	0.010527941	0.005644359	-0.007345633	-0.005357228	-0.007929489	0.014665055	0.001215429	0.024562067	0.018715739	-0.001295122	0.000294628	0.00351135	0.012248494	0.02276304	-0.009739436	0.015601807	-0.006490845	-0.015072968	0.007802968	-0.005252801	-0.006877257	0.018727127	0.010366071	-0.003310521	-0.000937855	0.017896073	0.021978817	0.004641331	-0.01174395	0.011891443	0.006075737	0.003164537	0.000186503	-0.003924147	-0.002323295	0.005194561	0.001147985	0.002993516	-0.007464192	-0.014880459	0.019974702	-0.001808024	0.010287684	0.020203707	-0.00347433	-0.017481822	-0.003317864	0.007592733	0.0001115	0.000428056	0.019427478	-0.034097324
0.008619998	0.053692076	-0.005427731	-0.043999957	0.006405277	0.013367485	0.022747514	0.039545802	-0.007303097	0.019622977	0.002084555	0.008439359	0.005431735	-0.002301865	0.01570211	0.028089447	0.001966693	-0.008732924	0.000626529	-0.001751589	0.000815095	-0.001704085	-0.004766573	-0.003808385	0.014001754	-0.011624236	0.001128469	-0.006206412	-0.003808896	0.000708494	-0.002663904	0.000216955	-0.015203411	-3.78768E-05	0.001667835	0.014697371	-0.001662559	-0.000260719	0.003244389	0.009447368	-0.002240632	-0.000497816	0.018566315	-0.000654589	0.055292829	-0.016949742	0.014828336	0.015526207	0.002847985	0.003050551	-0.000511931	0.024969614	0.002651847	0.010024797	-0.003602308	0.011914371	-0.000544776	-0.006467519	-0.057244823	0.00666672	0.002111432	0.026816656	0.013210619	-0.000812855	-0.00685368	0.004536977	0.020885292	-0.015700604	0.003333526	0.013276786	0.015502123	-0.00012146	-0.004097418	0.007274684	0.004768392	0.037042812	0.045641754	-0.000772506	-0.001531525	0.002782995	0.000270019	0.018213392	-0.015350601	0.016588426	-0.009556132	-0.007700389	0.012667511	0.014959624	-0.020811143	0.023214987	0.004603421	-0.002683666	-0.012618942	0.013398543	0.017504481	-0.014169432	0.004599728	0.013343935	0.009499528	0.004530428	-0.001559299	-0.000860323	0.00746407	0.000747495	0.005416113	-0.000516429	0.000345372	0.009414293	0.016925901	0.002791299	0.006067529	0.005867161	-0.004357664	-0.017333266	-0.000356744	0.009132068	-1.00806E-05	-0.005133322	-0.015547122	-0.049677368
0.00314057	-0.017215329	0.001080656	-0.000135727	-0.006103234	0.00536673	0.010333443	0.009042496	-0.011594808	-0.015370749	0.002764765	-0.008566184	0.001116747	0.019602473	0.000146563	0.093010328	0.005838024	0.023935556	0.010472143	-0.016283057	0.000335204	0.004219019	-0.044500807	-0.03244383	-0.000416291	-0.003104553	0.002841653	0.021935147	-0.019661838	-0.001676013	4.00663E-05	-0.01444547	-0.020727002	-0.026305524	0.001208537	-0.018890961	-0.000959122	-0.000518351	0.004538609	0.007533898	0.00067413	-0.003272107	-0.003782333	-0.032828492	-0.007704827	0.024757292	0.019868928	-0.019439393	0.038429151	0.004184979	0.000165371	0.021763697	0.013838699	0.011028312	0.013980072	-0.000472365	-0.004558492	0.014424736	9.85744E-05	0.000335097	-0.011983067	-0.01107456	0.000660535	-1.54039E-05	-0.013711498	-0.001309406	0.016631175	0.008342739	-0.01362798	0.000253021	-0.005412679	-0.012522528	-0.003794674	0.009300139	0.017963523	0.00455909	0.03248658	-0.006144867	0.001572771	-0.01115652	0.007213199	0.01670687	9.10495E-05	0.014410146	-0.001804029	-0.016935164	0.002984704	0.011548225	0.002581007	0.0018774	0.032142745	-0.020207339	-0.007033064	0.020133155	0.015276055	0.002010777	-0.000677862	0.007689958	0.004148547	-0.001329323	0.020748301	-0.029632436	-0.004593358	-0.018723468	-0.001354117	0.017908378	-0.007829812	0.006676762	-0.002392438	-0.00196369	0.009388442	0.014355732	0.002977266	0.008884106	0.00822573	0.038321806	-0.001934226	-0.006548183	0.003019932	0.010467366
0.007756848	-0.00185125	-0.014022573	0.006305282	-0.006918777	-0.000103691	-0.011568837	-0.00312286	0.004664037	-0.001469301	0.001855137	-0.00778303	-0.000621359	-0.023160456	0.009677117	-0.005636847	-0.002233574	0.000726325	0.02096513	-0.012066496	-0.005379834	-0.016979599	-0.005614292	-0.016095815	0.023159405	-0.006890044	-0.020309029	-0.000987196	0.022038303	-0.016132833	0.000119852	0.016936421	-0.014566742	0.0012452	0.043205014	-0.021039992	-0.006508195	0.000377724	0.003317195	-0.016088999	0.007884961	0.007873937	0.001190053	-0.000925853	-0.010355698	0.051744455	0.014565725	0.022444903	-0.014353121	-0.002536471	-0.01144465	0.02420295	0.000621926	-0.018980224	-0.000341769	0.02050882	-0.006011793	-0.001515049	-0.000242847	-0.019703736	-0.012862078	0.041941986	0.01659272	0.003134258	-0.005459996	-0.000752007	0.013268707	-0.003439294	0.002355218	0.025374871	-0.015819919	-0.005422974	-0.009908876	0.013156765	-0.022457078	0.013347239	0.022799029	0.006428737	0.001602047	0.002540592	0.025703	0.017763458	-0.014269483	0.006343752	0.006548319	-0.007763807	-0.002347583	0.00852445	-0.018987798	0.003435763	0.006914048	-0.013669517	0.018191958	0.022976435	0.007954405	-0.00107134	-0.008019498	0.006377174	0.00550089	-0.001966175	-0.001050007	0.017003767	-0.004783521	-0.000411295	0.002474257	-0.000353531	-0.002141835	0.010260152	0.005489375	0.001150178	0.011649123	0.021078826	-0.008527329	-0.010302499	-0.001420723	-0.001062242	0.0013048	0.001267034	0.018199451	-0.053237393
-0.00034423	0.004232117	-0.005650876	-0.009440312	-0.02101268	0.000709147	6.58651E-05	-0.001512675	-0.00654592	-0.009763601	0.001395577	-0.001713948	-0.005024507	-0.016767853	-0.014689312	-3.47345E-05	-0.021297756	-0.002207252	0.00033441	0.009833824	0.000528682	-0.002251395	-0.012492194	0.001588864	-0.00315103	0.016633305	0.005557047	-0.016439595	-0.022991073	-0.003524837	-0.003006061	0.028996561	-0.015248369	-0.005204628	0.018744627	0.025159518	-0.016327849	0.00327312	0.001351132	-0.016252023	-0.010360309	7.603E-05	0.011816469	0.001138223	0.00057729	-0.00027563	0.007733864	0.000662399	-0.011014375	-0.016113286	0.029136169	-0.041115053	0.014340313	0.000114426	0.028989265	0.003683562	0.036228277	0.003537455	0.006182381	-0.000785941	-0.018055578	0.005044131	0.005423976	0.000214882	-0.00080682	0.006790618	0.002973262	0.003077769	-0.002415286	0.002909309	-0.05610247	-0.000325807	-0.001527921	0.007275906	0.011669653	0.015568255	0.030732785	0.000627671	0.00041224	0.014536313	-0.000219865	0.002894304	-0.002155551	0.017266544	-0.001600735	-0.005123604	0.003154533	0.016250382	-0.024127951	-0.005162303	0.02267088	0.004288456	0.01455223	0.053873804	0.044862194	0.001483752	-0.000251882	0.01689677	0.003944467	-0.002478075	0.010932238	-0.010626669	0.006519567	-0.002495434	-0.000120651	0.00437625	-0.00016531	0.021272997	0.031887892	-0.00088896	0.025773566	0.000435499	-0.00620002	-0.019579931	0.000692441	0.007048045	-0.000186917	0.002771447	-0.004336806	-0.033065167
-0.005171654	-0.011027612	0.005286246	-0.032745326	-0.023972223	-0.001471394	0.044839026	0.002672668	0.046636867	-0.004060324	-0.00242282	-0.017460827	-0.008016165	-0.008166683	0.028968557	-0.011399455	0.027652648	0.017815686	-0.000136578	0.045268192	-0.006129803	0.00048075	-0.013239393	-0.002244282	0.001757466	0.004800989	-0.002541229	0.000958785	0.030566023	-0.041261545	-0.014242834	0.004227773	-0.003397794	-0.015232982	-0.009760834	0.007742193	-0.002153739	0.004631287	0.005435006	-0.005340341	0.006056252	-0.003415826	-0.00020971	-0.000663386	0.007079885	0.000592748	-0.006645227	0.003470494	-0.012473319	0.001722438	0.044390131	0.01077925	-0.051811837	-0.003026953	0.009062951	0.00599697	0.003351963	0.011954326	0.04114047	-0.00321444	0.00231909	0.002625406	-0.000149106	-0.001290796	0.001866801	0.003935955	0.023879243	0.030850553	0.011962268	-0.003022476	-0.068704639	0.00059543	-0.006881151	0.016591944	0.037165893	0.031894018	0.064897997	-0.004959258	-2.78873E-05	0.024261179	0.004240413	0.009317882	0.001558822	-0.003670718	-0.002038221	-0.002658323	-0.0012679	0.007045846	-0.00350634	-0.023919938	0.024749624	0.002798623	0.017704378	0.025630765	0.010113519	0.010936878	0.000613032	0.009102872	0.004673884	0.000320952	0.008194817	-0.007463263	-4.47567E-05	0.000267225	0.003151351	0.017581652	-0.012011421	-0.00108795	0.018453277	4.96413E-05	0.043451596	0.018925461	-0.000931011	-0.008240613	0.001065921	0.005437975	-0.000841043	-0.001929599	-0.001318333	-0.013376685
-0.010181895	0.027825019	-0.007209986	-0.007847299	-0.034420077	-0.011729525	-0.002763789	-0.007746005	0.011430387	0.000253346	-0.008003707	0.001125309	-0.030276236	0.00477503	-0.021500013	-0.007979163	0.007537484	-0.007945073	-0.010554534	0.000199578	-0.004218463	-0.001263228	-0.007540444	-0.004666866	-0.002311964	-0.004512377	0.011129489	0.031322276	-0.002973999	0.02112129	-3.25622E-06	0.000546289	0.008610338	0.008343021	-0.018983562	-0.026124236	-0.068868522	0.005483776	0.008255304	-0.000359188	-0.003995151	-0.026576931	0.014067246	-0.019051386	-0.012361004	-0.00142509	0.005487439	0.00121393	-0.003858942	0.010177105	0.000580463	0.025227108	-0.000548234	0.006414564	0.003230441	0.017124661	-0.000239625	-0.01020505	0.014285592	0.002463095	-0.002467822	-0.000789194	-0.007377716	0.00173264	-0.001939581	-0.010643931	0.001852577	0.017775055	0.001152741	2.51515E-05	0.074422983	0.002697195	-0.016831469	-0.007100083	0.038007902	0.01299537	0.015358335	0.002432482	-0.004946537	0.002356777	0.003703594	0.010703916	0.000587548	-0.016687136	0.005206814	-0.009197442	0.000227095	-0.021274217	-0.019725515	0.038929926	0.01158486	-0.000767346	-0.001566667	0.061528478	0.038690097	-0.030394873	-0.01728962	0.004112891	-0.000307119	-0.000877394	0.010277808	0.005440369	0.000127652	-0.009328543	-0.002153729	-0.000360189	0.003267909	0.011301851	0.010989138	0.003171121	0.004645823	0.000438846	-0.001121158	-0.033229531	0.000135417	0.001578487	0.000412077	0.003858055	0.033941627	-0.042280519
-0.000960957	0.010162498	-0.000653793	-0.034142981	0.021246302	-0.000883548	-0.017122896	-0.010381722	0.012159084	0.038942231	-0.019767649	-0.000150916	-0.011549207	0.005367895	0.002231734	-0.009312085	0.000267189	0.022632445	-0.002143278	0.016089766	0.019404422	-0.000741759	-0.000537632	0.003076736	0.000607551	-0.047098819	1.64819E-05	-0.005374805	0.017577306	0.000605648	0.014161112	-0.000832139	0.012218667	0.006051348	0.003483914	-0.027836805	-0.001011714	0.012961173	0.018070357	0.028902248	-0.003879836	-0.002036055	0.009409452	0.001957307	0.008373892	-0.000717915	-0.002732182	-0.007632517	-0.021187196	-0.004987653	0.014110066	-0.011079305	7.93354E-06	0.001240698	-0.000255206	-0.00272192	0.037725313	-0.00032349	-0.002927802	0.000126774	-0.029320054	-0.015707105	0.016874523	-0.009138894	-0.00218198	-0.00837493	0.000283519	0.03021488	0.005843573	0.00033524	-0.034872226	-0.005831572	-0.006468977	0.006581795	-0.006844556	0.026427361	0.026130623	-0.006903396	-0.004545185	0.011192918	0.017696121	0.00837194	-0.004723318	0.047653028	0.024194543	0.006910209	-0.000132433	0.011727638	0.006039776	0.020179364	0.015191635	0.002407035	0.025225013	0.032644463	-0.004604847	-0.016703265	0.024630414	0.004772708	-0.004101363	0.001255199	-0.006142335	0.000622448	0.006478378	-0.002526463	-0.000433665	0.001194467	0.004749989	0.004246353	0.008177559	0.002874351	0.014996501	0.015291789	-0.004085206	-0.023047546	0.001749389	-0.001025148	0.006030978	0.002270867	0.017512608	0.034374762
-0.030980547	-0.00482604	0.014197671	0.000418483	0.003016847	-0.001200217	0.004150915	-0.00469325	-0.00373758	-0.00514878	-0.002195712	0.001818102	0.004180751	-0.000102272	0.007645248	-0.008068456	0.008623236	0.00497321	0.009639484	-0.003585551	0.003111651	0.031291166	-0.000269074	0.005917524	-0.076073265	-0.037573154	3.99834E-05	0.010947756	-0.000966526	0.010488838	-0.001323947	-0.002409603	0.00594149	-0.003537994	0.006399919	0.010857114	-0.051288021	-3.47637E-06	0.007294001	0.006368759	0.011911975	0.004786521	0.003564427	0.025814488	0.002636417	0.003831874	-0.006490506	0.019989919	0.003440064	0.001937136	-0.027934427	-0.002351955	-0.009454319	0.001072457	0.000354975	-0.010491002	0.014755528	0.000249525	-0.006875615	-0.00062137	0.003925769	0.008100972	0.036104315	-0.000954554	0.001195024	-0.000247978	0.003685702	0.021475408	-0.000192649	0.000375508	-0.009958471	-0.00139377	0.011441605	0.011301839	-0.001223549	0.03627992	0.036967503	-0.000566396	9.78272E-05	0.005362864	0.007405197	0.024809402	-0.015972525	0.020455098	0.000506803	0.001244008	0.004129397	-0.007766303	-0.003051187	0.030372004	0.003910706	0.003324731	-0.000239493	0.031645643	0.02372533	0.04253213	-0.008446702	0.006578415	0.010972279	-0.000390116	0.027224463	-0.005296247	-0.003519086	0.007835492	-0.00361647	0.0069555	-0.004341862	0.017535116	0.035114905	0.001107667	0.014523498	0.005836542	-0.001401307	-0.013312872	0.000287129	0.000460285	-0.00124245	0.005430581	-0.000140538	0.007506244
0.009832025	-0.021454281	0.011766504	-0.000956073	0.006889688	-0.001492854	0.006741636	-0.004520115	0.01221072	0.000100441	0.02169156	0.012649039	-0.030339686	-0.003005593	0.015883851	0.003490449	0.020068933	0.018486345	0.014132469	0.003601737	-3.59682E-06	0.004166026	0.013889402	-0.000236286	0.003570126	-0.006179133	0.036510862	-0.003627189	0.004628528	0.001328291	-0.02787824	-0.005552775	0.000281589	-0.029000279	-0.001720621	-0.02545513	0.006608077	0.000663863	-0.002128414	0.026682325	0.015096369	0.0232384	-0.008143568	-0.000905587	0.005367224	0.001923739	-0.000943167	-0.021725211	-0.001081578	-0.000326889	-0.002357718	0.028127779	-0.001200282	-0.022360419	-0.003386966	-0.02005875	0.007106791	-0.017743347	-0.000973777	-0.003813992	-0.021179757	-2.01736E-06	-0.014187187	0.00097889	0.004321905	-0.009045587	-0.001058663	0.008773233	0.00311385	-0.002288694	-0.018802399	-0.007598436	0.000191409	-0.004645048	-0.002535856	0.034127662	0.032744074	0.0089485	0.000967708	0.007482242	0.009051393	0.008658615	0.001760383	0.026631419	0.022994539	-0.01177101	0.017221065	0.00986208	0.008579987	0.003799046	-5.49814E-06	0.003960595	0.007587567	0.039668739	0.025563769	-0.014829006	0.006013828	0.004077279	0.000243027	-7.97267E-05	0.020978989	-0.015333964	-0.000248541	0.002110782	-0.005771762	-0.000717214	-0.001984235	0.002563805	0.012097139	-0.004701069	0.004221113	7.24843E-05	-0.004643598	-0.063035122	5.55755E-05	0.003614035	0.007836676	0.001735307	-0.005656847	-0.008871868
